job_title,salary_usd,experience_level,employment_type,company_size,remote_ratio,education_required,years_experience,industry,posting_date,benefits_score,country,exp_label,exp_order,size_label,size_order,post_year,post_month,post_ym
ML Ops Engineer,71740.0,MI,CT,L,50,Associate,3,Automotive,2025-04-06,9.9,SOUTH KOREA,Mid (MI),2,Large (L),3,2025,4,2025-04
Autonomous Systems Engineer,232339.0,EX,CT,L,0,Master,18,Retail,2024-12-07,7.2,SWITZERLAND,Expert (EX),4,Large (L),3,2024,12,2024-12
Machine Learning Engineer,147817.0,EX,CT,S,0,Bachelor,15,Telecommunications,2024-12-13,6.3,ISRAEL,Expert (EX),4,Small (S),1,2024,12,2024-12
Data Engineer,73011.0,MI,PT,S,50,Associate,3,Education,2024-11-22,7.3,GERMANY,Mid (MI),2,Small (S),1,2024,11,2024-11
ML Ops Engineer,69151.0,EN,CT,M,100,PhD,0,Technology,2024-06-09,6.5,ISRAEL,Entry (EN),1,Medium (M),2,2024,6,2024-06
Machine Learning Engineer,200050.0,SE,FL,M,50,Associate,5,Transportation,2024-05-24,5.5,SWITZERLAND,Senior (SE),3,Medium (M),2,2024,5,2024-05
Data Engineer,68571.0,MI,FL,S,0,Bachelor,3,Consulting,2025-04-10,9.6,AUSTRALIA,Mid (MI),2,Small (S),1,2025,4,2025-04
AI Specialist,27494.0,EN,FL,S,50,PhD,0,Finance,2024-10-05,9.1,CHINA,Entry (EN),1,Small (S),1,2024,10,2024-10
AI Research Scientist,54178.0,SE,CT,M,100,PhD,5,Healthcare,2025-04-02,7.5,CHINA,Senior (SE),3,Medium (M),2,2025,4,2025-04
Robotics Engineer,147943.0,SE,CT,M,0,Bachelor,9,Finance,2025-03-19,6.6,DENMARK,Senior (SE),3,Medium (M),2,2025,3,2025-03
Research Scientist,246165.0,SE,FT,L,50,Associate,8,Transportation,2024-08-13,6.4,SWITZERLAND,Senior (SE),3,Large (L),3,2024,8,2024-08
Autonomous Systems Engineer,31203.0,MI,FT,M,50,Bachelor,2,Energy,2024-02-27,5.4,INDIA,Mid (MI),2,Medium (M),2,2024,2,2024-02
Head of AI,109051.0,SE,PT,S,100,Master,7,Technology,2024-11-09,7.7,SOUTH KOREA,Senior (SE),3,Small (S),1,2024,11,2024-11
AI Consultant,76767.0,EN,FL,M,100,Associate,0,Transportation,2024-08-22,5.9,NETHERLANDS,Entry (EN),1,Medium (M),2,2024,8,2024-08
Computer Vision Engineer,64846.0,EN,CT,L,100,Master,0,Gaming,2024-10-08,6.9,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,10,2024-10
Data Engineer,126205.0,SE,FT,L,100,Associate,7,Real Estate,2024-01-19,6.5,AUSTRALIA,Senior (SE),3,Large (L),3,2024,1,2024-01
Data Engineer,162483.0,MI,PT,L,100,Master,3,Consulting,2024-12-17,8.3,NORWAY,Mid (MI),2,Large (L),3,2024,12,2024-12
Machine Learning Engineer,77554.0,MI,CT,S,50,Master,3,Education,2024-10-26,5.5,ISRAEL,Mid (MI),2,Small (S),1,2024,10,2024-10
AI Product Manager,216415.0,EX,FT,L,0,Master,14,Transportation,2024-01-20,7.5,JAPAN,Expert (EX),4,Large (L),3,2024,1,2024-01
AI Architect,130182.0,SE,FL,S,50,Bachelor,9,Education,2025-03-27,5.9,GERMANY,Senior (SE),3,Small (S),1,2025,3,2025-03
Data Scientist,187797.0,EX,FL,S,100,PhD,18,Healthcare,2024-06-30,5.2,SINGAPORE,Expert (EX),4,Small (S),1,2024,6,2024-06
AI Software Engineer,123365.0,MI,FL,L,100,Associate,4,Manufacturing,2025-01-20,5.6,IRELAND,Mid (MI),2,Large (L),3,2025,1,2025-01
Data Analyst,69926.0,EN,FT,L,50,Master,1,Real Estate,2024-04-23,7.5,AUSTRIA,Entry (EN),1,Large (L),3,2024,4,2024-04
AI Architect,80574.0,EN,FT,M,50,Associate,0,Finance,2024-07-31,6.7,UNITED KINGDOM,Entry (EN),1,Medium (M),2,2024,7,2024-07
Computer Vision Engineer,80148.0,EN,CT,S,50,PhD,1,Transportation,2024-10-28,6.7,UNITED STATES,Entry (EN),1,Small (S),1,2024,10,2024-10
Machine Learning Engineer,270850.0,EX,CT,L,100,Associate,11,Gaming,2025-02-04,9.5,GERMANY,Expert (EX),4,Large (L),3,2025,2,2025-02
Deep Learning Engineer,160933.0,SE,CT,M,100,PhD,7,Energy,2024-03-19,8.0,SWITZERLAND,Senior (SE),3,Medium (M),2,2024,3,2024-03
Machine Learning Researcher,165119.0,EX,FT,M,0,Bachelor,16,Energy,2024-02-05,5.5,IRELAND,Expert (EX),4,Medium (M),2,2024,2,2024-02
Deep Learning Engineer,145099.0,SE,PT,L,50,Master,7,Media,2025-03-11,6.9,GERMANY,Senior (SE),3,Large (L),3,2025,3,2025-03
NLP Engineer,51742.0,EN,FL,S,100,PhD,1,Education,2024-02-28,8.3,JAPAN,Entry (EN),1,Small (S),1,2024,2,2024-02
AI Software Engineer,109327.0,SE,CT,M,50,PhD,9,Consulting,2024-07-03,9.0,SWEDEN,Senior (SE),3,Medium (M),2,2024,7,2024-07
AI Specialist,151570.0,MI,PT,M,100,Master,2,Government,2024-05-27,7.2,SWITZERLAND,Mid (MI),2,Medium (M),2,2024,5,2024-05
Deep Learning Engineer,214037.0,EX,PT,S,0,Master,19,Government,2024-03-18,9.1,SWEDEN,Expert (EX),4,Small (S),1,2024,3,2024-03
AI Product Manager,238972.0,EX,CT,L,0,Master,18,Healthcare,2024-01-10,9.8,FINLAND,Expert (EX),4,Large (L),3,2024,1,2024-01
Data Analyst,120788.0,SE,PT,L,50,Associate,7,Retail,2024-07-24,8.3,GERMANY,Senior (SE),3,Large (L),3,2024,7,2024-07
AI Product Manager,161084.0,SE,FT,L,0,Bachelor,7,Telecommunications,2024-01-23,8.0,UNITED STATES,Senior (SE),3,Large (L),3,2024,1,2024-01
AI Specialist,224471.0,EX,PT,M,100,Master,17,Government,2024-12-04,5.4,CANADA,Expert (EX),4,Medium (M),2,2024,12,2024-12
Robotics Engineer,162992.0,SE,CT,L,100,Bachelor,8,Government,2024-08-22,6.8,AUSTRALIA,Senior (SE),3,Large (L),3,2024,8,2024-08
Data Analyst,30696.0,EN,CT,S,0,Master,0,Media,2024-10-08,9.1,CHINA,Entry (EN),1,Small (S),1,2024,10,2024-10
Research Scientist,98339.0,SE,CT,M,0,Associate,5,Retail,2025-03-28,5.7,AUSTRIA,Senior (SE),3,Medium (M),2,2025,3,2025-03
Research Scientist,129262.0,SE,CT,M,0,PhD,7,Energy,2024-01-08,8.5,AUSTRIA,Senior (SE),3,Medium (M),2,2024,1,2024-01
Machine Learning Engineer,112931.0,SE,PT,L,0,Associate,8,Consulting,2024-12-14,6.5,CANADA,Senior (SE),3,Large (L),3,2024,12,2024-12
AI Product Manager,109950.0,MI,FT,L,0,Associate,3,Media,2024-07-25,8.2,IRELAND,Mid (MI),2,Large (L),3,2024,7,2024-07
Computer Vision Engineer,84503.0,EN,FT,L,0,PhD,1,Gaming,2024-04-19,5.6,GERMANY,Entry (EN),1,Large (L),3,2024,4,2024-04
Principal Data Scientist,89243.0,MI,FL,M,100,PhD,3,Retail,2024-11-09,8.0,SWEDEN,Mid (MI),2,Medium (M),2,2024,11,2024-11
Data Analyst,194683.0,SE,FL,M,100,PhD,8,Real Estate,2024-03-03,7.7,SWITZERLAND,Senior (SE),3,Medium (M),2,2024,3,2024-03
Data Scientist,34111.0,MI,PT,S,50,Master,2,Telecommunications,2024-08-10,6.5,CHINA,Mid (MI),2,Small (S),1,2024,8,2024-08
NLP Engineer,104286.0,MI,PT,L,100,PhD,4,Finance,2024-04-19,8.2,SINGAPORE,Mid (MI),2,Large (L),3,2024,4,2024-04
Research Scientist,87236.0,MI,FL,M,100,Associate,3,Technology,2024-02-23,9.6,GERMANY,Mid (MI),2,Medium (M),2,2024,2,2024-02
Head of AI,61002.0,EN,PT,L,50,Master,1,Media,2024-07-14,5.9,GERMANY,Entry (EN),1,Large (L),3,2024,7,2024-07
Autonomous Systems Engineer,131108.0,MI,FL,L,100,PhD,3,Government,2024-02-18,5.8,UNITED KINGDOM,Mid (MI),2,Large (L),3,2024,2,2024-02
NLP Engineer,109470.0,MI,PT,L,100,Master,3,Media,2025-03-03,6.5,UNITED KINGDOM,Mid (MI),2,Large (L),3,2025,3,2025-03
AI Consultant,63355.0,EN,FT,S,50,Bachelor,0,Healthcare,2024-07-12,9.1,UNITED KINGDOM,Entry (EN),1,Small (S),1,2024,7,2024-07
Data Engineer,199949.0,EX,PT,M,50,Master,17,Retail,2024-08-30,8.9,AUSTRIA,Expert (EX),4,Medium (M),2,2024,8,2024-08
Principal Data Scientist,59401.0,EN,FL,S,50,PhD,0,Energy,2024-04-27,9.9,CANADA,Entry (EN),1,Small (S),1,2024,4,2024-04
Head of AI,100922.0,MI,PT,L,100,PhD,3,Real Estate,2024-12-21,8.0,SOUTH KOREA,Mid (MI),2,Large (L),3,2024,12,2024-12
Data Analyst,64014.0,EN,FT,M,50,Master,1,Finance,2024-08-01,8.9,ISRAEL,Entry (EN),1,Medium (M),2,2024,8,2024-08
AI Consultant,164409.0,SE,CT,L,0,Master,6,Gaming,2024-08-30,7.2,AUSTRALIA,Senior (SE),3,Large (L),3,2024,8,2024-08
NLP Engineer,214487.0,EX,FL,M,100,Master,11,Government,2024-09-29,8.5,FRANCE,Expert (EX),4,Medium (M),2,2024,9,2024-09
Autonomous Systems Engineer,133642.0,MI,PT,L,100,Master,4,Manufacturing,2024-05-25,7.5,NORWAY,Mid (MI),2,Large (L),3,2024,5,2024-05
AI Software Engineer,93357.0,EN,CT,L,0,PhD,1,Healthcare,2024-06-28,7.6,UNITED STATES,Entry (EN),1,Large (L),3,2024,6,2024-06
Robotics Engineer,68512.0,SE,FL,M,0,PhD,9,Technology,2024-12-11,8.0,CHINA,Senior (SE),3,Medium (M),2,2024,12,2024-12
AI Specialist,134492.0,MI,PT,M,50,Master,4,Retail,2024-02-21,5.2,DENMARK,Mid (MI),2,Medium (M),2,2024,2,2024-02
Autonomous Systems Engineer,131311.0,SE,CT,M,0,Associate,5,Manufacturing,2024-08-10,8.9,JAPAN,Senior (SE),3,Medium (M),2,2024,8,2024-08
Principal Data Scientist,255914.0,EX,PT,M,0,PhD,15,Gaming,2025-01-29,7.6,UNITED KINGDOM,Expert (EX),4,Medium (M),2,2025,1,2025-01
ML Ops Engineer,49654.0,EN,FT,S,100,PhD,0,Real Estate,2024-04-14,7.4,IRELAND,Entry (EN),1,Small (S),1,2024,4,2024-04
AI Architect,47136.0,EN,CT,S,0,PhD,1,Technology,2024-05-06,9.0,ISRAEL,Entry (EN),1,Small (S),1,2024,5,2024-05
AI Research Scientist,42011.0,MI,FT,L,50,Master,3,Real Estate,2024-01-15,8.1,INDIA,Mid (MI),2,Large (L),3,2024,1,2024-01
AI Consultant,119147.0,MI,FL,L,100,Associate,4,Consulting,2024-04-21,7.3,FINLAND,Mid (MI),2,Large (L),3,2024,4,2024-04
ML Ops Engineer,98976.0,MI,CT,S,50,Bachelor,2,Consulting,2024-10-22,6.7,UNITED STATES,Mid (MI),2,Small (S),1,2024,10,2024-10
Autonomous Systems Engineer,50267.0,EN,FT,S,100,Master,1,Real Estate,2025-04-25,8.6,GERMANY,Entry (EN),1,Small (S),1,2025,4,2025-04
Robotics Engineer,26722.0,EN,FT,S,0,Bachelor,0,Consulting,2024-10-13,6.1,CHINA,Entry (EN),1,Small (S),1,2024,10,2024-10
ML Ops Engineer,131283.0,SE,CT,M,50,Bachelor,6,Telecommunications,2024-04-07,8.5,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2024,4,2024-04
AI Product Manager,117952.0,SE,FL,M,50,PhD,5,Technology,2024-04-25,5.7,SINGAPORE,Senior (SE),3,Medium (M),2,2024,4,2024-04
Deep Learning Engineer,25607.0,MI,PT,M,100,Bachelor,2,Media,2024-12-30,6.9,INDIA,Mid (MI),2,Medium (M),2,2024,12,2024-12
Deep Learning Engineer,233172.0,EX,PT,M,50,PhD,18,Telecommunications,2024-04-30,6.0,UNITED STATES,Expert (EX),4,Medium (M),2,2024,4,2024-04
Data Analyst,74780.0,EN,PT,L,100,Bachelor,1,Consulting,2025-03-04,8.9,AUSTRALIA,Entry (EN),1,Large (L),3,2025,3,2025-03
AI Research Scientist,166556.0,SE,FT,L,0,Bachelor,7,Finance,2024-09-15,7.1,SWITZERLAND,Senior (SE),3,Large (L),3,2024,9,2024-09
AI Research Scientist,332451.0,EX,CT,L,50,Associate,17,Technology,2024-12-15,8.2,UNITED STATES,Expert (EX),4,Large (L),3,2024,12,2024-12
Research Scientist,226551.0,SE,FL,L,0,Bachelor,9,Retail,2024-02-08,9.0,SWITZERLAND,Senior (SE),3,Large (L),3,2024,2,2024-02
AI Consultant,182206.0,EX,PT,M,50,Master,18,Media,2024-09-21,7.5,SWEDEN,Expert (EX),4,Medium (M),2,2024,9,2024-09
AI Consultant,155691.0,SE,CT,L,100,PhD,6,Telecommunications,2025-01-12,7.4,AUSTRIA,Senior (SE),3,Large (L),3,2025,1,2025-01
Machine Learning Researcher,69981.0,EN,PT,S,50,Master,0,Technology,2024-03-27,5.3,SWEDEN,Entry (EN),1,Small (S),1,2024,3,2024-03
Computer Vision Engineer,115602.0,MI,FL,S,50,Associate,2,Consulting,2024-07-31,7.9,DENMARK,Mid (MI),2,Small (S),1,2024,7,2024-07
Data Analyst,65661.0,EN,FT,L,100,Associate,1,Automotive,2024-03-10,6.6,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,3,2024-03
ML Ops Engineer,54988.0,EN,FL,M,100,Bachelor,1,Energy,2024-06-20,5.6,FRANCE,Entry (EN),1,Medium (M),2,2024,6,2024-06
Deep Learning Engineer,255127.0,EX,FT,L,0,Associate,13,Healthcare,2024-01-15,7.5,UNITED KINGDOM,Expert (EX),4,Large (L),3,2024,1,2024-01
NLP Engineer,60129.0,EN,CT,L,50,Associate,0,Real Estate,2024-01-12,6.7,FINLAND,Entry (EN),1,Large (L),3,2024,1,2024-01
NLP Engineer,151050.0,EX,FT,M,100,Bachelor,13,Technology,2024-07-08,7.8,FINLAND,Expert (EX),4,Medium (M),2,2024,7,2024-07
NLP Engineer,102467.0,MI,FL,L,0,PhD,3,Healthcare,2024-05-19,8.1,FRANCE,Mid (MI),2,Large (L),3,2024,5,2024-05
AI Software Engineer,91655.0,MI,FL,M,50,Associate,3,Gaming,2024-09-13,9.4,SWEDEN,Mid (MI),2,Medium (M),2,2024,9,2024-09
Machine Learning Engineer,114161.0,MI,FT,L,50,Master,2,Government,2024-11-30,9.2,FRANCE,Mid (MI),2,Large (L),3,2024,11,2024-11
Data Analyst,73257.0,MI,CT,M,100,Bachelor,2,Education,2024-05-28,9.4,AUSTRIA,Mid (MI),2,Medium (M),2,2024,5,2024-05
Computer Vision Engineer,108618.0,MI,FL,L,0,PhD,3,Finance,2024-01-18,7.5,ISRAEL,Mid (MI),2,Large (L),3,2024,1,2024-01
AI Specialist,62843.0,EN,FL,S,50,Bachelor,1,Education,2024-02-23,6.3,DENMARK,Entry (EN),1,Small (S),1,2024,2,2024-02
Research Scientist,178712.0,SE,FL,L,50,Bachelor,8,Finance,2025-02-22,8.8,NETHERLANDS,Senior (SE),3,Large (L),3,2025,2,2025-02
Machine Learning Researcher,66399.0,EN,FT,M,0,Bachelor,0,Consulting,2024-05-05,6.6,SWEDEN,Entry (EN),1,Medium (M),2,2024,5,2024-05
Deep Learning Engineer,26206.0,MI,PT,S,50,Master,4,Gaming,2024-05-02,9.7,INDIA,Mid (MI),2,Small (S),1,2024,5,2024-05
Autonomous Systems Engineer,132926.0,SE,CT,M,100,Bachelor,9,Healthcare,2024-12-05,6.3,CANADA,Senior (SE),3,Medium (M),2,2024,12,2024-12
Machine Learning Researcher,212788.0,SE,FT,L,100,PhD,9,Consulting,2025-02-24,5.6,NORWAY,Senior (SE),3,Large (L),3,2025,2,2025-02
AI Specialist,38991.0,EN,FL,S,100,Master,1,Telecommunications,2024-07-02,9.8,SOUTH KOREA,Entry (EN),1,Small (S),1,2024,7,2024-07
AI Product Manager,50232.0,EN,PT,S,100,PhD,1,Manufacturing,2025-01-07,7.2,ISRAEL,Entry (EN),1,Small (S),1,2025,1,2025-01
AI Software Engineer,134499.0,EX,PT,M,50,PhD,13,Real Estate,2024-11-15,7.2,FINLAND,Expert (EX),4,Medium (M),2,2024,11,2024-11
Research Scientist,148779.0,EX,PT,L,100,Associate,17,Telecommunications,2025-04-24,9.9,SOUTH KOREA,Expert (EX),4,Large (L),3,2025,4,2025-04
Principal Data Scientist,70847.0,EN,FL,S,100,Associate,1,Energy,2024-10-23,9.5,NORWAY,Entry (EN),1,Small (S),1,2024,10,2024-10
AI Software Engineer,62204.0,EN,FT,L,0,Associate,0,Manufacturing,2024-10-06,5.9,IRELAND,Entry (EN),1,Large (L),3,2024,10,2024-10
AI Software Engineer,129841.0,EX,FT,S,100,Master,17,Finance,2024-01-01,9.3,SINGAPORE,Expert (EX),4,Small (S),1,2024,1,2024-01
Data Analyst,155034.0,SE,FT,M,50,Master,9,Healthcare,2024-11-14,9.2,NETHERLANDS,Senior (SE),3,Medium (M),2,2024,11,2024-11
AI Software Engineer,187509.0,EX,FL,S,100,Master,15,Automotive,2024-05-13,9.4,JAPAN,Expert (EX),4,Small (S),1,2024,5,2024-05
AI Consultant,177222.0,EX,FL,M,50,Bachelor,10,Automotive,2025-02-25,7.7,FRANCE,Expert (EX),4,Medium (M),2,2025,2,2025-02
ML Ops Engineer,333553.0,EX,FL,L,100,PhD,17,Healthcare,2025-04-16,9.0,NORWAY,Expert (EX),4,Large (L),3,2025,4,2025-04
AI Product Manager,51703.0,EN,PT,S,100,Associate,1,Retail,2025-02-26,6.4,GERMANY,Entry (EN),1,Small (S),1,2025,2,2025-02
Data Analyst,161634.0,SE,FL,L,50,Bachelor,7,Retail,2025-02-22,7.0,ISRAEL,Senior (SE),3,Large (L),3,2025,2,2025-02
AI Product Manager,166572.0,SE,FL,L,100,PhD,8,Retail,2024-09-17,9.2,JAPAN,Senior (SE),3,Large (L),3,2024,9,2024-09
NLP Engineer,208798.0,EX,CT,L,50,Master,19,Automotive,2024-12-02,5.2,SWEDEN,Expert (EX),4,Large (L),3,2024,12,2024-12
Data Analyst,86613.0,MI,FL,L,100,PhD,2,Manufacturing,2024-11-16,6.7,FINLAND,Mid (MI),2,Large (L),3,2024,11,2024-11
Machine Learning Engineer,117597.0,MI,PT,L,0,Bachelor,4,Automotive,2024-03-30,5.2,SWITZERLAND,Mid (MI),2,Large (L),3,2024,3,2024-03
Data Analyst,22513.0,EN,CT,L,0,Associate,0,Telecommunications,2024-05-05,7.9,INDIA,Entry (EN),1,Large (L),3,2024,5,2024-05
Machine Learning Engineer,105654.0,MI,CT,L,0,Bachelor,4,Education,2025-01-15,9.7,SINGAPORE,Mid (MI),2,Large (L),3,2025,1,2025-01
AI Consultant,224641.0,EX,FT,L,100,Associate,12,Education,2024-09-20,6.6,SINGAPORE,Expert (EX),4,Large (L),3,2024,9,2024-09
Computer Vision Engineer,92817.0,MI,CT,S,100,Associate,4,Finance,2024-06-05,8.8,DENMARK,Mid (MI),2,Small (S),1,2024,6,2024-06
Deep Learning Engineer,87012.0,EN,PT,L,100,Bachelor,1,Retail,2025-01-26,9.6,AUSTRIA,Entry (EN),1,Large (L),3,2025,1,2025-01
AI Product Manager,176978.0,EX,PT,S,100,PhD,19,Automotive,2024-07-11,8.9,FINLAND,Expert (EX),4,Small (S),1,2024,7,2024-07
AI Software Engineer,31871.0,MI,CT,L,0,Associate,4,Transportation,2024-04-08,7.7,INDIA,Mid (MI),2,Large (L),3,2024,4,2024-04
Data Engineer,111513.0,MI,FL,S,0,Associate,3,Healthcare,2024-06-09,7.5,UNITED STATES,Mid (MI),2,Small (S),1,2024,6,2024-06
Data Scientist,124502.0,SE,CT,M,100,Master,7,Retail,2024-03-07,6.0,AUSTRIA,Senior (SE),3,Medium (M),2,2024,3,2024-03
AI Architect,143750.0,SE,CT,M,50,PhD,9,Finance,2024-06-10,9.6,FRANCE,Senior (SE),3,Medium (M),2,2024,6,2024-06
Deep Learning Engineer,107546.0,SE,PT,M,0,Master,9,Finance,2025-02-20,8.7,GERMANY,Senior (SE),3,Medium (M),2,2025,2,2025-02
Research Scientist,208493.0,EX,FL,L,100,PhD,19,Manufacturing,2024-10-07,6.4,GERMANY,Expert (EX),4,Large (L),3,2024,10,2024-10
Computer Vision Engineer,290203.0,EX,CT,M,100,Bachelor,18,Real Estate,2024-10-06,5.3,NORWAY,Expert (EX),4,Medium (M),2,2024,10,2024-10
AI Product Manager,79948.0,MI,CT,S,100,Bachelor,4,Healthcare,2025-02-15,9.0,IRELAND,Mid (MI),2,Small (S),1,2025,2,2025-02
AI Research Scientist,139049.0,MI,FL,M,50,Master,3,Healthcare,2024-02-23,6.1,SWITZERLAND,Mid (MI),2,Medium (M),2,2024,2,2024-02
NLP Engineer,123828.0,MI,FL,L,100,Bachelor,4,Automotive,2025-04-13,5.3,UNITED STATES,Mid (MI),2,Large (L),3,2025,4,2025-04
Research Scientist,125635.0,MI,PT,L,100,Master,4,Government,2024-07-30,7.2,NORWAY,Mid (MI),2,Large (L),3,2024,7,2024-07
Data Scientist,102852.0,MI,PT,S,100,Associate,2,Automotive,2024-06-14,9.2,UNITED STATES,Mid (MI),2,Small (S),1,2024,6,2024-06
Autonomous Systems Engineer,126788.0,SE,CT,S,100,Bachelor,9,Government,2024-03-12,9.0,FRANCE,Senior (SE),3,Small (S),1,2024,3,2024-03
Research Scientist,140019.0,EX,CT,S,0,PhD,15,Consulting,2024-04-05,7.8,UNITED KINGDOM,Expert (EX),4,Small (S),1,2024,4,2024-04
ML Ops Engineer,225786.0,EX,FL,M,100,Master,13,Gaming,2024-09-03,9.1,JAPAN,Expert (EX),4,Medium (M),2,2024,9,2024-09
Principal Data Scientist,126761.0,SE,FL,S,0,Associate,9,Energy,2024-08-23,8.6,AUSTRIA,Senior (SE),3,Small (S),1,2024,8,2024-08
AI Specialist,97895.0,SE,FT,S,0,Master,6,Transportation,2024-05-06,5.6,ISRAEL,Senior (SE),3,Small (S),1,2024,5,2024-05
AI Architect,234625.0,EX,PT,L,50,Bachelor,15,Healthcare,2024-09-17,6.4,NETHERLANDS,Expert (EX),4,Large (L),3,2024,9,2024-09
Data Engineer,118185.0,SE,PT,M,100,Associate,8,Gaming,2025-01-17,9.1,UNITED KINGDOM,Senior (SE),3,Medium (M),2,2025,1,2025-01
Deep Learning Engineer,66948.0,EN,FL,S,100,Master,0,Healthcare,2024-09-27,5.1,DENMARK,Entry (EN),1,Small (S),1,2024,9,2024-09
Autonomous Systems Engineer,64481.0,EN,FL,S,100,PhD,1,Consulting,2024-05-02,6.6,FRANCE,Entry (EN),1,Small (S),1,2024,5,2024-05
Research Scientist,153732.0,MI,FT,L,0,PhD,3,Consulting,2025-03-10,6.4,SWITZERLAND,Mid (MI),2,Large (L),3,2025,3,2025-03
Computer Vision Engineer,130492.0,SE,FT,S,50,Associate,8,Education,2024-02-16,7.4,IRELAND,Senior (SE),3,Small (S),1,2024,2,2024-02
NLP Engineer,116529.0,MI,FT,L,50,Bachelor,2,Gaming,2024-12-12,6.1,SWEDEN,Mid (MI),2,Large (L),3,2024,12,2024-12
Autonomous Systems Engineer,125193.0,SE,FT,L,100,Bachelor,6,Government,2025-03-21,7.8,AUSTRALIA,Senior (SE),3,Large (L),3,2025,3,2025-03
ML Ops Engineer,153136.0,SE,PT,L,0,Associate,9,Media,2024-08-28,7.7,NETHERLANDS,Senior (SE),3,Large (L),3,2024,8,2024-08
Data Analyst,174479.0,EX,FT,S,50,Bachelor,12,Government,2024-01-24,7.5,UNITED STATES,Expert (EX),4,Small (S),1,2024,1,2024-01
Machine Learning Researcher,137316.0,SE,PT,M,50,Bachelor,8,Gaming,2024-05-04,9.3,AUSTRALIA,Senior (SE),3,Medium (M),2,2024,5,2024-05
Deep Learning Engineer,160330.0,SE,FL,S,100,Bachelor,7,Government,2024-04-05,5.6,NORWAY,Senior (SE),3,Small (S),1,2024,4,2024-04
AI Architect,41342.0,MI,FL,L,100,Bachelor,3,Education,2025-03-18,6.3,CHINA,Mid (MI),2,Large (L),3,2025,3,2025-03
Autonomous Systems Engineer,31869.0,EN,CT,S,100,Associate,1,Education,2024-11-11,5.2,CHINA,Entry (EN),1,Small (S),1,2024,11,2024-11
Autonomous Systems Engineer,190329.0,SE,FL,L,0,PhD,5,Media,2024-05-18,8.0,UNITED STATES,Senior (SE),3,Large (L),3,2024,5,2024-05
Research Scientist,80831.0,EN,FT,L,50,Bachelor,1,Gaming,2024-07-01,7.2,FINLAND,Entry (EN),1,Large (L),3,2024,7,2024-07
AI Product Manager,102054.0,SE,FT,S,100,Bachelor,7,Media,2025-03-22,9.2,SWEDEN,Senior (SE),3,Small (S),1,2025,3,2025-03
Computer Vision Engineer,198047.0,EX,PT,M,100,Bachelor,12,Healthcare,2024-05-27,6.6,SOUTH KOREA,Expert (EX),4,Medium (M),2,2024,5,2024-05
NLP Engineer,70324.0,EN,CT,M,0,Master,0,Education,2024-03-24,9.9,UNITED STATES,Entry (EN),1,Medium (M),2,2024,3,2024-03
AI Consultant,61593.0,EN,FL,M,0,Associate,0,Energy,2024-07-15,7.4,IRELAND,Entry (EN),1,Medium (M),2,2024,7,2024-07
NLP Engineer,225178.0,EX,FL,M,100,Master,17,Healthcare,2024-07-10,7.2,AUSTRIA,Expert (EX),4,Medium (M),2,2024,7,2024-07
Machine Learning Engineer,119102.0,SE,FL,M,50,PhD,9,Telecommunications,2025-03-13,8.1,CANADA,Senior (SE),3,Medium (M),2,2025,3,2025-03
AI Architect,188552.0,EX,CT,S,0,Associate,10,Automotive,2025-04-16,7.3,FINLAND,Expert (EX),4,Small (S),1,2025,4,2025-04
Head of AI,226063.0,SE,CT,L,0,Master,5,Technology,2025-02-23,5.1,SWITZERLAND,Senior (SE),3,Large (L),3,2025,2,2025-02
AI Product Manager,62015.0,MI,CT,S,50,PhD,3,Technology,2024-11-08,9.2,ISRAEL,Mid (MI),2,Small (S),1,2024,11,2024-11
Computer Vision Engineer,93014.0,MI,FT,M,0,PhD,3,Energy,2024-10-12,8.5,CANADA,Mid (MI),2,Medium (M),2,2024,10,2024-10
Machine Learning Researcher,128718.0,SE,PT,M,50,Associate,7,Manufacturing,2024-12-15,9.6,SINGAPORE,Senior (SE),3,Medium (M),2,2024,12,2024-12
Data Engineer,66805.0,EN,CT,M,0,Associate,1,Real Estate,2024-01-23,5.2,AUSTRIA,Entry (EN),1,Medium (M),2,2024,1,2024-01
ML Ops Engineer,90978.0,EN,FT,S,50,Bachelor,1,Finance,2024-06-14,8.6,NORWAY,Entry (EN),1,Small (S),1,2024,6,2024-06
Data Scientist,139567.0,SE,PT,L,0,Associate,5,Healthcare,2024-11-17,9.1,IRELAND,Senior (SE),3,Large (L),3,2024,11,2024-11
Machine Learning Engineer,133001.0,MI,FL,M,100,Master,3,Healthcare,2024-04-02,7.5,DENMARK,Mid (MI),2,Medium (M),2,2024,4,2024-04
AI Product Manager,117366.0,SE,FT,S,100,Bachelor,5,Retail,2025-02-07,8.1,NETHERLANDS,Senior (SE),3,Small (S),1,2025,2,2025-02
Machine Learning Engineer,56948.0,EN,PT,S,100,Associate,1,Retail,2025-04-04,7.3,SOUTH KOREA,Entry (EN),1,Small (S),1,2025,4,2025-04
AI Product Manager,271210.0,EX,PT,L,100,Master,11,Media,2024-06-23,9.2,SINGAPORE,Expert (EX),4,Large (L),3,2024,6,2024-06
NLP Engineer,108474.0,MI,CT,L,0,Master,3,Government,2024-10-09,7.2,FRANCE,Mid (MI),2,Large (L),3,2024,10,2024-10
